Model,param_Ridge__alpha,mean_train_r2,std_train_r2,mean_validation_r2,std_validation_r2,mean_test_r2,mean_train_MSE,std_train_MSE,mean_validation_MSE,std_validation_MSE,mean_test_MSE
Ridge,4534.878508128591,0.0111,0.0015,0.0084,0.0050,0.0074,0.0039,0.0001,0.0039,0.0006,0.0066
