Model,param_gbr__n_estimators,param_gbr__max_depth,param_gbr__learning_rate,mean_train_r2,std_train_r2,mean_validation_r2,std_validation_r2,mean_test_r2,mean_train_MSE,std_train_MSE,mean_validation_MSE,std_validation_MSE,mean_test_MSE
gbr,100,47,0.1,0.9920,0.0032,-0.9889,0.0813,-0.3367,0.0000,0.0000,0.0078,0.0011,0.0088
