Model,param_SVR__kernel,param_SVR__C,mean_train_r2,std_train_r2,mean_validation_r2,std_validation_r2,mean_test_r2,mean_train_MSE,std_train_MSE,mean_validation_MSE,std_validation_MSE,mean_test_MSE
SVR,rbf,10,-0.0466,0.0546,-0.5257,0.0786,-0.2935,0.0041,0.0002,0.0059,0.0006,0.0086
